Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;Kneeling;idle;high_kneeling_bored_idle;Idle;;high_kneeling_bored_body_lookat, high_kneeling_bored_head_lookat;;0.72-1.0;0.4-1.0
;;;scream to sky;high_kneeling_bored_gesture_scream_to_sky;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;ritual come blood;high_kneeling_bored_gesture_ritual_come_blood;Gesture;;;;0.72-1.0;0.4-1.0
;;;paint face;high_kneeling_bored_gesture_paint_face;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: high standing determined;high_kneeling_bored_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;faster to: High Standing Determined;high_kneeling_bored_faster_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Barber;Standing;idle;high_standing_barber_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;shave left 01;high_standing_barber_gesture_shave_left_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;shave left 02;high_standing_barber_gesture_shave_left_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;shave right 01;high_standing_barber_gesture_shave_right_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;shave right 02;high_standing_barber_gesture_shave_right_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_barber_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;Combat;Standing Relaxed;idle;dialogue_witcher_combat_pose_relaxed;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: combat pose ready;dialogue_witcher_coombat_pose_relaxed_to_ready;Transition;High, Combat, Standing Ready;;;0.72-1.0;0.4-1.0
;;Standing Ready;idle;dialogue_witcher_combat_pose_ready;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
Low;Aggressive;Standing;idle;low_standing_aggressive_idle;Idle;;low_standing_aggressive_body_lookat, low_standing_aggressive_head_lookat;;0.72-1.0;0.4-1.0
;;;"enter back ""run""";low_standing_aggressive_enter_back_run;Enter;;;;0.72-1.0;0.4-1.0
;;;enter back;low_standing_aggressive_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter front;low_standing_aggressive_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;low_standing_aggressive_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;low_standing_aggressive_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;low_standing_aggressive_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;low_standing_aggressive_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;low_standing_aggressive_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;low_standing_aggressive_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;explain 01;low_standing_aggressive_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_standing_aggressive_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;disagree 01;low_standing_aggressive_gesture_disagree_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;disagree 02;low_standing_aggressive_gesture_disagree_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;disagree 03;low_standing_aggressive_gesture_disagree_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;don't care;low_standing_aggressive_gesture_dont_care;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;mine - question;low_standing_aggressive_gesture_mine;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;look back left;low_standing_aggressive_gesture_look_back_left;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;question 01;low_standing_aggressive_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_standing_aggressive_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_standing_aggressive_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;shrug 01;low_standing_aggressive_gesture_shrug_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;both hands 1;low_standing_aggressive_gesture_both_hands_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;left hand 1;low_standing_aggressive_gesture_left_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;"left hand ""follow""";low_standing_aggressive_gesture_left_hand_follow;Gesture;;;;0.72-1.0;0.4-1.0
;;;point backwards;low_standing_aggressive_gesture_point_backwards;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;weight shift 01;low_standing_aggressive_gesture_weight_shift_01;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift 02;low_standing_aggressive_gesture_weight_shift_02;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift 03;low_standing_aggressive_gesture_weight_shift_03;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift 04;low_standing_aggressive_gesture_weight_shift_04;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;turn 180 left;low_standing_aggressive_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;low_standing_aggressive_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_aggressive_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left to;low_standing_aggressive_turn90_left_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_aggressive_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right to;low_standing_aggressive_turn90_right_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Sad;low_stanidng_aggressive_to_high_standing_leaning_sad;Transition;High, Sad, Standing Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_standing_aggressive_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_aggressive_idle ;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_aggressive_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_aggressive_idle ;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Kneeling;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Lying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Lying Bed Tied Head Up;idle;low_lying_bed_tied_head_up_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;low_lying_bed_tied_head_up_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_lying_bed_tied_head_up_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_lying_bed_tied_head_up_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;shout 01;low_lying_bed_tied_head_up_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;to: Low Lying Bed Tied Head Down;low_lying_bed_tied_head_up_to_low_lying_bed_tied_head_down;Transition;Low, Lying Bed Tied Head Down, Aggressive;;;0.72-1.0;0.4-1.0
;;Lying Bed Tied Head Down;idle;low_lying_bed_tied_head_down_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Lying Bed Tied Head Up;low_lying_bed_tied_head_down_to_low_lying_bed_tied_head_up;Transition;Low, Lying Bed Tied Head Up, Aggressive;;;0.72-1.0;0.4-1.0
;Exhausted;Standing;idle;low_standing_exhausted_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;"enter back ""run""";low_standing_exhausted_enter_back_run;Enter;;;;0.72-1.0;0.4-1.0
;;;both hands 1;low_standing_exhausted_gesture_both_hands_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;left hand 1;low_standing_exhausted_gesture_left_hand_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;"left hand ""follow""";low_standing_exhausted_gesture_left_hand_follow;Gesture;;;;0.72-1.0;0.4-1.0
;;;point backwards;low_standing_exhausted_gesture_point_backwards;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_exhausted_idle;Idle;;high_standing_aggressive_body_lookat, high_standing_aggressive_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Devastated;low_sitting_exhausted_idle_to_low_sitting_devastated;Transition;Low, Devastated, Sitting;;;0.72-1.0;0.4-1.0
;;Lying;idle;low_lying_exhausted_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;release firefly;low_lying_exhausted_gesture_release_firefly;Gesture;;;;0.72-1.0;0.4-1.0
;Dead;Sitting Ground;idle;low_sitting_dead_talking_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;twitch idle (gesture);low_sitting_dead_2_talking_idle;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk in pain 01;low_sitting_dead_talking_gesture_talk_in_pain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;talk in pain 02;low_sitting_dead_talking_gesture_talk_in_pain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;talk in pain 03;low_sitting_dead_talking_gesture_talk_in_pain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: Low Lying Dead;low_sitting_dead_talking_to_low_lying_dead;Transition;Low, Dead, Lying;;;0.72-1.0;0.4-1.0
;;Lying;idle;low_lying_dead_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_lying_dead_wake_up_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Dead;low_lying_dead_necromanced_to_low_sitting_dead_talking;Transition;Low, Dead, Sitting Ground;;;0.72-1.0;0.4-1.0
;Determined;Standing;idle;low_standing_determined_idle;Idle;;low_standing_determined_body_lookat, low_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;low_standing_determined_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter back;low_standing_determined_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;low_standing_determined_enter_leftside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;low_standing_determined_enter_rightside;Enter;;;;0.72-1.0;0.4-1.0
;;;enter playing;low_standing_determined_enter_frontal_playing_happy;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;low_standing_determined_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit front;low_standing_determined_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;low_standing_determined_exit_leftside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit right;low_standing_determined_exit_rightside;Exit;;;;0.72-1.0;0.4-1.0
;;;exit run away;low_standing_determined_exit_run_away;Exit;;;;0.72-1.0;0.4-1.0
;;;turn 180 left;low_standing_determined_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;low_standing_determined_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_determined_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_determined_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;explain 01;low_standing_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_standing_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_standing_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;low_standing_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_standing_determined_gesture_question_01;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;question 02;low_standing_determined_gesture_question_02;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;question 03;low_standing_determined_gesture_question_03;Gesture;;;Question, Talk;0.72-1.0;0.4-1.0
;;;cant speak;low_standing_determined_gesture_cant_speak;Gesture;;;;0.72-1.0;0.4-1.0
;;;beckon;low_standing_determined_gesture_beckon;Gesture;;;;0.72-1.0;0.4-1.0
;;;enter hes coming;low_standing_determined_enter_gesture_hes_coming;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;hurray;low_standing_determined_gesture_hurray;Gesture;;;;0.72-1.0;0.4-1.0
;;;shake head fast;low_standing_determined_gesture_shake_head_fast;Gesture;;;;0.72-1.0;0.4-1.0
;;;shake head slow;low_standing_determined_gesture_shake_head_slow;Gesture;;;;0.72-1.0;0.4-1.0
;;;show right;low_standing_determined_gesture_show_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;shrug 01;low_standing_determined_gesture_shrug_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;shrug 02;low_standing_determined_gesture_shrug_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;sigh 01;low_standing_determined_gesture_sigh_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;sigh 02;low_standing_determined_gesture_sigh_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;superscary;low_standing_determined_gesture_superscary;Gesture;;;;0.72-1.0;0.4-1.0
;;;aggro 01;low_standing_determined_reaction_aggro_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;aggro 02;low_standing_determined_reaction_aggro_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;surprised 01;low_standing_determined_reaction_surprised_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;surprised 02;low_standing_determined_reaction_surprised_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;run wait;low_standing_determined_gesture_run_right_wait;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;nod proudly;low_standing_determined_gesture_nod_proudly;Gesture;;;;0.72-1.0;0.4-1.0
;;;impatient;low_standing_determined_gesture_impatient;Gesture;;;;0.72-1.0;0.4-1.0
;;;head tilt;low_standing_determined_gesture_head_tilt;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;facepalm;low_standing_determined_gesture_facepalm;Gesture;;;;0.72-1.0;0.4-1.0
;;;custom lean out of hovel;low_standing_bored_gesture_crawl_lean_out;Gesture;;;;0.72-1.0;0.4-1.0
;;;ask for smth;low_standing_determined_gesture_asking_for_smth;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;headscratch;low_standing_determined_gesture_headscratch;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;look around;low_standing_determined_gesture_look_around;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;look down;low_standing_determined_gesture_look_down;Gesture;;;;0.72-1.0;0.4-1.0
;;;nodding;low_standing_determined_gesture_nodding;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;point up;low_standing_determined_gesture_point_up;Gesture;;;;0.72-1.0;0.4-1.0
;;;whispess - best we could;low_standing_determined_gesture_best_we_could;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;whispess - wasted affection;low_standing_determined_gesture_wasted_affection;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;tideup hit;low_standing_tiedup_determined_gesture_hit;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Determined;low_standing_determined_to_low_sitting_ground_determined;Transition;Low, Determined, Sitting Ground;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Bored;low_standing_determined_to_low_sitting_ground_bored;Transition;Low, Bored, Sitting Ground;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Bored;low_standing_determined_to_low_sitting_bored;Transition;Low, Bored, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_standing_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Standing Creepy;idle;creepy_left_low_standing_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;crawl out to idle;custom_crawl_out_to_low_standing_creepy_determined;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;to: creepy idle 2;creepy_left_to_creepy_right;Transition;Low, Determined, Standing 2 Creepy;;;0.72-1.0;0.4-1.0
;;Standing 2 Creepy;idle 2;creepy_right_low_standing_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: creepy idle 1;creepy_right_to_creepy_left;Transition;Low, Determined, Standing Creepy;;;0.72-1.0;0.4-1.0
;;Standing Tied Up;idle;low_standing_determined_tied_up_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;low_standing_tiedup_determined_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_determined_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_determined_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_determined_idle;Idle;;low_sitting_leaning_determined_body_lookat, low_sitting_leaning_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;exit back;low_sitting_leaning_determined_exit _back;Exit;;;;0.72-1.0;0.4-1.0
;;;explain 01;low_sitting_leaning_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_sitting_leaning_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_sitting_leaning_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;drink_01;low_sitting_leaning_determined_gesture_drink_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;question 01;low_sitting_leaning_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_sitting_leaning_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_sitting_leaning_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;dismiss;low_sitting_leaning_determined_gesture_dismiss;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;question_1;low_sitting_leaning_determined_gesture_question_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;sceptic;low_sitting_leaning_determined_gesture_sceptic;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;lean forward;low_sitting_leaning_determined_gesture_lean;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;(q505) watch Geralt give sword;low_sitting_leaning_determined_gesture_watch_geralt_give_sword;Gesture;;;;0.72-1.0;0.4-1.0
;;;(q505) examine sword;low_sitting_leaning_determined_gesture_examine_sword;Gesture;;;;0.72-1.0;0.4-1.0
;;;180 right to: Low Standing Determined;low_sitting_leaning_determined_180_right_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Determined;low_sitting_leaning_determined_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;drinking;low_sitting_leaning_determined_mughold_gesture_drinking;Gesture;;;;0.72-1.0;0.4-1.0
;;;eating loop;low_sitting_leaning_eating_idle;Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning Hold Mug;idle;low_sitting_leaning_determined_mughold_idle;Idle;;low_sitting_leaning_determined_body_lookat, low_sitting_leaning_determined_head_lookat;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;low_sitting_ground_determined_idle;Idle;;low_sitting_ground_determined_body_lookat, low_sitting_ground__determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;low_sitting_ground_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_sitting_ground_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_sitting_ground_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_sitting_ground_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_sitting_ground_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_sitting_ground_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;look over left;low_sitting_ground_determined_gesture_look_over_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;look over right;low_sitting_ground_determined_gesture_look_over_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Determined;low_sitting_ground_determined_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Kneeling;idle;low_kneeling_determined_idle;Idle;;low_standing_determined_body_lookat, low_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_kneeling_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;explain 01;low_kneeling_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;low_kneeling_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;low_kneeling_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;low_kneeling_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;low_kneeling_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;low_kneeling_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;low_kneeling_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;Laying;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Devastated;Standing;idle;low_standing_devastated_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;low_standing_devastated_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Happy;low_standing_devastated_to_low_standing_happy;Transition;Low, Happy, Standing;;;0.72-1.0;0.4-1.0
;;Sitting;idle;low_sitting_devastated_idle;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Sad;low_sitting_devastated_to_low_sitting_sad;Transition;Low, Sad, Sitting;;;0.72-1.0;0.4-1.0
;;;hopeless;low_sitting_devastated_gesture_hopeless;Gesture;;;Shout, Listening;0.72-1.0;0.4-1.0
;;Sitting Ground Leaning Back;idle;low_sitting_leaning_back_ground_devastated_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Standing Aggressive;low_sitting_ground_devastated_to_low_standing_aggressive;Transition;Low, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Leaning Back Devastated 2;low_sitting_leaning_back_ground_devastated_to_low_sitting_leaning_back_ground2_devastated;Transition;Low, Devastated, Sitting Ground Leaning Back 2;;;0.72-1.0;0.4-1.0
;;Sitting Ground Leaning Back 2;idle;low_sitting_leaning_back_ground2_devastated_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Ground Leaning Back Devastated;low_sitting_leaning_back_ground2_devastated_to_low_sitting_leaning_back_ground_devastated;Transition;Low, Devastated, Sitting Ground Leaning Back;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;low_standing_leaning_devastated_idle ;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Sitting Leaning;idle;low_sitting_leaning_devastated_idle ;Idle;;low_sitting_sad_body_lookat, low_sitting_sad_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Kneeling;idle;low_kneeling_devastated_idle;Idle;;low_kneeling_devastated_body_lookat, low_kneeling_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;low_kneeling_devastated_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Sad;low_kneeling_devastated_to_low_standing_sad;Transition;Low, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;;Laying;idle;low_lying_down_devastated_idle;Idle;;low_lying_down_devastated_body_lookat, low_lying_down_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;xxx;xxx;;;;;0.72-1.0;0.4-1.0
;Dying;laying;idle;low_laying_dying_idle;Idle;;low_lying_down_devastated_body_lookat, low_lying_down_devastated_head_lookat;;0.72-1.0;0.4-1.0
;;;gesture 01;low_laying_dying_gesture_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;gesture 02;low_laying_dying_gesture_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;standing up;low_laying_dying_gesturer_standing_up;Gesture;;;;0.72-1.0;0.4-1.0
;Happy;Standing;idle;low_standing_happy_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;turn 180 left;low_standing_happy_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;low_standing_happy_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;low_standing_happy_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;low_standing_happy_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;enter back;low_standing_happy_enter_back;Enter;;;;0.72-1.0;0.4-1.0
;;;enter frontal;low_standing_happy_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;enter left;low_standing_happy_enter_left;Enter;;;;0.72-1.0;0.4-1.0
;;;enter right;low_standing_happy_enter_right;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;low_standing_happy_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;exit frontal;low_standing_happy_exit_frontal;Exit;;;;0.72-1.0;0.4-1.0
;;;exit left;low_standing_happy_exit_left;Exit;;;;0.72-1.0;0.4-1.0
